PaperID,Title,Authors,Year,Venue
53e9ac3db7602d970360b0e2,DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures.,"['Christof Bornhövd', 'Mehmet Altinel', 'Sailesh Krishnamurthy', 'C. Mohan', 'Hamid Pirahesh', 'Berthold Reinwald']",2003,SIGMOD Conference
53e99e45b7602d970270cf96,Processing Set Expressions over Continuous Update Streams.,"['Sumit Ganguly', 'Minos N. Garofalakis', 'Rajeev Rastogi']",2003,SIGMOD Conference
53e9a7bab7602d97030f78f2,"Object-Oriented, Rapid Application Development in a PC Database Environment.",,1995,SIGMOD Conference
53e9a018b7602d97028fcc2a,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper).,"['Luis Gravano', 'Kevin Chen-Chuan Chang', 'Hector Garcia-Molina', 'Andreas Paepcke']",1997,SIGMOD Conference
53e9aa61b7602d97033d70b5,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs.,"['Asuman Dogac', 'Yusuf Tambag', 'Pinar Pembecioglu', 'Sait Pektas', 'Gokce Laleci', 'Gokhan Kurt', 'Serkan Toprak', 'Yildiray Kabak']",2002,SIGMOD Conference
53e9bc4eb7602d97048c62d2,ViST: A Dynamic Index Method for Querying XML Data by Tree Structures.,"['Haixun Wang', 'Sanghyun Park', 'Wei Fan', 'Philip S. Yu']",2003,SIGMOD Conference
53e9bd46b7602d97049d50bf,Broadcast Disks: Data Management for Asymmetric Communications Environments.,"['Swarup Acharya', 'Rafael Alonso', 'Michael J. Franklin', 'Stanley B. Zdonik']",1995,SIGMOD Conference
53e9b0abb7602d9703b1655e,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search.",['Charu C. Aggarwal'],2002,SIGMOD Conference
53e9bb22b7602d970475b376,MPEG-7 Standard for Multimedia Databases.,['John R. Smith'],2001,SIGMOD Conference
53e9a5a8b7602d9702ed171f,Asera: Extranet Architecture for B2B Solutions.,['Anil Nori'],2000,VLDB
53e9a33cb7602d9702c4337f,BigSur: A System For the Management of Earth Science Data.,"['Paul Brown', 'Michael Stonebraker']",1995,VLDB
53e9a7e4b7602d9703126be7,Of Objects and Databases: A Decade of Turmoil,"['Michael J. Carey', 'David J. DeWitt']",1996,VLDB
53e99ca8b7602d9702556e3d,Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases.,"['Flip Korn', 'S. Muthukrishnan', 'Yunyue Zhu']",2003,VLDB
53e9b15ab7602d9703be095d,Efficient IR-Style Keyword Search over Relational Databases.,"['Vagelis Hristidis', 'Luis Gravano', 'Yannis Papakonstantinou']",2003,VLDB
53e99d3eb7602d97025f70bf,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"['Ashish Gupta 0001', 'Inderpal Singh Mumick']",1996,VLDB
53e9b09fb7602d9703b06694,Optimizing Queries on Compressed Bitmaps.,"['Sihem Amer-Yahia', 'Theodore Johnson']",2000,VLDB
53e9b444b7602d9703f40892,Controlling Data Warehouses with Knowledge Networks.,"['Elvira Schaefer', 'Jan-Dirk Becker', 'Andreas Boehmer', 'Matthias Jarke']",2000,VLDB
53e9a75fb7602d97030982e8,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails.,"['Soumen Chakrabarti', 'Sandeep Srivastava', 'Mallela Subramanyam', 'Mitul Tiwari']",2000,VLDB
53e99fd6b7602d97028b2555,Semantic Data Caching and Replacement.,"['Shaul Dar', 'Michael J. Franklin', 'Björn Þór Jónsson', 'Divesh Srivastava', 'Michael Tan']",1996,VLDB
53e9b4f5b7602d9704024f4c,VXMLR: A Visual XML-Relational Database System.,"['Aoying Zhou', 'Hongjun Lu', 'Shihui Zheng', 'Yuqi Liang', 'Long Zhang', 'Wenyun Ji', 'Zengping Tian']",2001,VLDB
53e9b2d7b7602d9703d8aa3f,The History of Histograms (abridged).,['Yannis E. Ioannidis'],2003,VLDB
53e9ac2eb7602d97035f22ef,FluXQuery: An Optimizing XQuery Processor for Streaming XML Data.,"['Christoph Koch', 'Stefanie Scherzinger', 'Nicole Schweikardt', 'Bernhard Stegmaier']",2004,VLDB
53e9aa73b7602d97033e964d,Flexible String Matching Against Large Databases in Practice.,"['Nick Koudas', 'Amit Marathe', 'Divesh Srivastava']",2004,VLDB
53e9a308b7602d9702c119b3,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases.,"['Jens Claußen', 'Alfons Kemper', 'Guido Moerkotte', 'Klaus Peithner']",1997,VLDB
53e9b1ffb7602d9703c98cad,Whither Data Mining?,"['Rakesh Agrawal', 'Ramakrishnan Srikant']",2004,VLDB
53e9b4e0b7602d9704004a2d,Media360 Workflow-Implementing a Workflow Engine Inside a Database.,['Carsten Blecken'],2000,VLDB
53e99d96b7602d97026522ac,Automating the design of multi-dimensional clustering tables in relational databases.,"['Sam Lightstone', 'Bishwaranjan Bhattacharjee']",2004,VLDB
53e9a27ab7602d9702b82aa3,Data Stream Query Processing: A Tutorial.,"['Nick Koudas', 'Divesh Srivastava']",2003,VLDB
53e9b8cdb7602d97044b07a0,Extending relational database functionality with data inconsistency resolution support.,['Ilya Pevzner'],2003,VLDB PhD Workshop
53e9a75fb7602d9703094bd6,Ontology-based Support for Digital Government.,"['Athman Bouguettaya', 'Ahmed K. Elmagarmid', 'Brahim Medjahed', 'Mourad Ouzzani']",2001,VLDB
53e9b39db7602d9703e7c694,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications.,"['Ashraf Aboulnaga', 'Alaa R. Alameldeen', 'Jeffrey F. Naughton']",2001,VLDB
53e9b91eb7602d9704507a71,Information Integration and XML in IBM's DB2.,['Patricia G. Selinger'],2002,VLDB
53e99bcdb7602d9702473ea0,eBusiness Standards and Architectures.,['Anil Nori'],2002,VLDB
53e9a102b7602d97029ecd41,Experiences in Federated Databases: From IRO-DB to MIRO-Web.,"['Peter Fankhauser', 'Georges Gardarin', 'M. Lopez', 'J. Muñoz', 'Anthony Tomasic']",1998,VLDB
53e9bd45b7602d97049d2194,Aggregation Algorithms for Very Large Compressed Data Warehouses.,"['Jianzhong Li', 'Doron Rotem', 'Jaideep Srivastava']",1999,VLDB
53e9a9b0b7602d970330d7bf,Italian Electronic Identity Card - principle and architecture.,['Mario Gentili'],2001,VLDB
53e9b7e8b7602d9704399d6f,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications.,"['John C. Shafer', 'Rakesh Agrawal']",1997,VLDB
53e9a1b6b7602d9702aad52d,Analyzing Quantitative Databases: Image is Everything.,"['Amihood Amir', 'Reuven Kashi', 'Nathan S. Netanyahu']",2001,VLDB
53e9b4e4b7602d970400af75,"DB2 Common Server: Technology, Progress, & Directions.",['Bruce G. Lindsay 0001'],1995,VLDB
53e9adfeb7602d970380515c,The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces.,"['Gang Qian', 'Qiang Zhu', 'Qiang Xue', 'Sakti Pramanik']",2003,VLDB
53e9bb7fb7602d97047c31e9,Scheduling for shared window joins over data streams.,"['Moustafa A. Hammad', 'Michael J. Franklin', 'Walid G. Aref', 'Ahmed K. Elmagarmid']",2003,VLDB
53e9a5a1b7602d9702ecb457,Locking Protocols for Materialized Aggregate Join Views.,"['Gang Luo', 'Jeffrey F. Naughton', 'Curt J. Ellmann', 'Michael Watzke']",2003,VLDB
53e9bd37b7602d97049c282f,High-Performance Extensible Indexing.,['Marcel Kornacker'],1999,VLDB
53e9be09b7602d9704abe4e0,The Case for Enhanced Abstract Data Types.,"['Praveen Seshadri', 'Miron Livny', 'Raghu Ramakrishnan']",1997,VLDB
53e9b91eb7602d970450446c,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1.",['Hans-Jörg Schek'],2000,VLDB
53e9ba54b7602d970466d242,ObjectRank: Authority-Based Keyword Search in Databases.,"['Andrey Balmin', 'Vagelis Hristidis', 'Yannis Papakonstantinou']",2004,VLDB
53e9ac33b7602d97035f93a3,ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams.,"['Haixun Wang', 'Carlo Zaniolo', 'Chang Luo']",2003,VLDB
53e99fa2b7602d9702874c53,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data.,"['Sacha Berger', 'François Bry', 'Sebastian Schaffert', 'Christoph Wieser']",2003,VLDB
53e9b109b7602d9703b89a8a,Tribeca: A Stream Database Manager for Network Traffic Analysis.,['Mark Sullivan'],1996,VLDB
53e9b09fb7602d9703b07011,Cache Tables: Paving the Way for an Adaptive Database Cache.,"['Mehmet Altinel', 'Christof Bornhövd', 'Sailesh Krishnamurthy', 'C. Mohan', 'Hamid Pirahesh', 'Berthold Reinwald']",2003,VLDB
53e9a1a1b7602d9702a963ef,Evaluating Top-k Selection Queries.,"['Surajit Chaudhuri', 'Luis Gravano']",1999,VLDB
53e9a21cb7602d9702b1f8cc,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space.,"['Leonard Brown', 'Le Gruenwald']",2001,VLDB
53e9b4c9b7602d9703fe67d3,A Formal Perspective on the View Selection Problem.,"['Rada Chirkova', 'Alon Y. Halevy', 'Dan Suciu']",2001,VLDB
53e9af33b7602d970396e8cc,Tuple Routing Strategies for Distributed Eddies.,"['Feng Tian', 'David J. DeWitt']",2003,VLDB
53e997d7b7602d9701fceaec,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing.,"['Viswanath Poosala', 'Yannis E. Ioannidis']",1996,VLDB
53e99d8eb7602d97026484f5,On the Discovery of Interesting Patterns in Association Rules.,"['Sridhar Ramaswamy', 'Sameer Mahajan', 'Abraham Silberschatz']",1998,VLDB
53e997a2b7602d9701f770ef,Adaptive Data Broadcast in Hybrid Networks.,"['Konstantinos Stathatos', 'Nick Roussopoulos', 'John S. Baras']",1997,VLDB
53e9a154b7602d9702a42c02,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services.,"['Reza Sadri', 'Carlo Zaniolo', 'Amir M. Zarkesh', 'Jafar Adibi']",2001,VLDB
53e9af06b7602d970393ddb1,Data Staging for On-Demand Broadcast.,"['Demet Aksoy', 'Michael J. Franklin', 'Stanley B. Zdonik']",2001,VLDB
53e9a76eb7602d97030a8255,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways.,"['Fernando de Ferreira Rezende', 'Klaudia Hergula']",1998,VLDB
53e9b7a5b7602d970434da9d,"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method.","['Peter Muth', ""Patrick E. O'Neil"", 'Achim Pick', 'Gerhard Weikum']",1998,VLDB
53e9acaeb7602d970368c6ab,Schema Mapping as Query Discovery.,"['Renée J. Miller', 'Laura M. Haas', 'Mauricio A. Hernández']",2000,VLDB
53e9b4d4b7602d9703ff2ce5,Buffering and Read-Ahead Strategies for External Mergesort.,"['Weiye Zhang', 'Per-Åke Larson']",1998,VLDB
53e9bd4bb7602d97049db3ef,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs.,"['M. Tamer Özsu', 'Kaladhar Voruganti', 'Ronald C. Unrau']",1998,VLDB
53e99bb9b7602d970245f4b0,Modeling and managing ETL processes.,['Alkis Simitsis'],2003,VLDB PhD Workshop
53e9af46b7602d97039854d7,COMBI-Operator: Database Support for Data Mining Applications.,"['Alexander Hinneburg', 'Wolfgang Lehner', 'Dirk Habich']",2003,VLDB
53e9bcefb7602d9704971ecb,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity.,['Stuart E. Madnick'],1995,VLDB
53e9baadb7602d97046db5cf,Efficient Management of Multiversion Documents by Object Referencing.,"['Shu-Yao Chien', 'Vassilis J. Tsotras', 'Carlo Zaniolo']",2001,VLDB
53e9a987b7602d97032e01c8,NeuroRule: A Connectionist Approach to Data Mining.,"['Hongjun Lu', 'Rudy Setiono', 'Huan Liu']",1995,VLDB
53e9a042b7602d9702926ac7,FeedbackBypass: A New Approach to Interactive Similarity Query Processing.,"['Ilaria Bartolini', 'Paolo Ciaccia', 'Florian Waas']",2001,VLDB
53e99db1b7602d9702670ad1,Materialized Views in Oracle.,"['Randall G. Bello', 'Karl Dias', 'Alan Downing', 'James J. Feenan Jr.', 'James L. Finnerty', 'William D. Norcott', 'Harry Sun', 'Andrew Witkowski', 'Mohamed Ziauddin']",1998,VLDB
53e99b21b7602d97023bb26c,PIVOT and UNPIVOT: Optimization and Execution Strategies in an RDBMS.,"['Conor Cunningham', 'Goetz Graefe', 'César A. Galindo-Legaria']",2004,VLDB
53e99b87b7602d970242ffdf,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"['Christos Faloutsos', 'Volker Gaede']",1996,VLDB
53e9b2d2b7602d9703d7fdf2,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints.,"['Minos N. Garofalakis', 'Rajeev Rastogi', 'Kyuseok Shim']",1999,VLDB
53e9b7a6b7602d9704351cc3,A Database Model for Object Dynamics.,"['Mike P. Papazoglou', 'Bernd J. Krämer']",1997,VLDB J.
53e9b62db7602d9704184d0b,PSoup: a system for streaming queries over streaming data.,"['Sirish Chandrasekaran', 'Michael J. Franklin']",2003,VLDB J.
53e9ac76b7602d970364aafe,A template model for multidimensional inter-transactional association rules.,"['Ling Feng', 'Jeffrey Xu Yu', 'Hongjun Lu', 'Jiawei Han']",2002,VLDB J.
53e9bb6cb7602d97047af1bb,Fast Image Retrieval Using Color-Spatial Information.,"['Beng Chin Ooi', 'Kian-Lee Tan', 'Tat-Seng Chua', 'Wynne Hsu']",1998,VLDB J.
53e9aca7b7602d970368368a,The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance.,"['Ashish Mehta', 'James Geller', 'Yehoshua Perl', 'Erich J. Neuhold']",1998,VLDB J.
53e9a48eb7602d9702db0e4f,RE-tree: an efficient index structure for regular expressions.,"['Chee Yong Chan', 'Minos N. Garofalakis', 'Rajeev Rastogi']",2003,VLDB J.
53e9bd4bb7602d97049ddbdf,Efficient similarity search for market basket data.,"['Alexandros Nanopoulos', 'Yannis Manolopoulos']",2002,VLDB J.
53e9bde9b7602d9704a9ac86,Evaluating holistic aggregators efficiently for very large datasets.,"['Lixin Fu', 'Sanguthevar Rajasekaran']",2004,VLDB J.
53e99dabb7602d9702669827,Title,,1995,VLDB J.
53e99bc0b7602d970246b274,Effective Timestamping in Databases.,"['Kristian Torp', 'Christian S. Jensen', 'Richard T. Snodgrass']",2000,VLDB J.
53e9ac62b7602d9703633277,A Logical View of Structured Files.,"['Serge Abiteboul', 'Sophie Cluet', 'Tova Milo']",1998,VLDB J.
53e9ad7cb7602d970377003a,Energy-performance trade-offs for spatial access methods on memory-resident data.,"['Ning An', 'Sudhanva Gurumurthi', 'Anand Sivasubramaniam', 'Narayanan Vijaykrishnan', 'Mahmut T. Kandemir', 'Mary Jane Irwin']",2002,VLDB J.
53e9a297b7602d9702b9afb3,Dynamic vp-Tree Indexing for n-Nearest Neighbor Search Given Pair-Wise Distances.,"['Ada Wai-Chee Fu', 'Polly Mei-shuen Chan', 'Yin-Ling Cheung', 'Yiu Sang Moon']",2000,VLDB J.
5550487245ce0a409eb6e56b,Editor's Notes.,['Michael J. Franklin'],1997,SIGMOD Record
53e99931b7602d970216e9ca,Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data.,"['Joe Chun-Hung Yuen', 'Edward Chan', 'Kam-yiu Lam', 'Hei-Wing Leung']",2000,SIGMOD Record
53e9ac83b7602d970365c0e4,Emergence and Convergence: Qualitative Novelty and the Unity of Knowledge By Mario Bunge.,['Haim Kilov'],2004,SIGMOD Record
53e99a98b7602d97023116ba,Integrating Contents and Structure in Text Retrieval.,"['Ricardo A. Baeza-Yates', 'Gonzalo Navarro']",1996,SIGMOD Record
53e9979bb7602d9701f674ae,Demonstration: Enabling Scalable Online Personalization on the Web.,"['Kaushik Dutta', 'Anindya Datta', 'Debra E. VanderMeer', 'Krithi Ramamritham', 'Helen M. Thomas']",2000,VLDB
53e9b991b7602d970458156e,Author Index.,,2000,VLDB
53e997a6b7602d9701f7da4f,INSITE: A Tool for Interpreting Users? Interaction with a Web Space.,"['Cyrus Shahabi', 'Adil Faisal', 'Farnoush Banaei Kashani', 'Jabed Faruque']",2000,VLDB
53e9a1fbb7602d9702afe6a2,"An Electronic Patient Record ""on Steroids"": Distributed, Peer-to-Peer, Secure and Privacy-conscious.","['Serge Abiteboul', 'Bogdan Alexe', 'Omar Benjelloun', 'Bogdan Cautis', 'Irini Fundulaki', 'Tova Milo', 'Arnaud Sahuguet']",2004,VLDB
53e9a88db7602d97031de2be,Clustering Techniques for Minimizing External Path Length.,"['Ajit A. Diwan', 'Sanjeeva Rane', 'S. Seshadri', 'S. Sudarshan 0001']",1996,VLDB
5550410145ce0a409eb38016,Introduction to the Special Issue on Semantic Integration.,"['AnHai Doan', 'Natalya Fridman Noy', 'Alon Y. Halevy']",2004,SIGMOD Record
573698056e3b12023e6dd5f0,"High-Performance and Scalability through Application Tier,In-Memory Data Management.",,2000,VLDB
53e9a1b6b7602d9702aab15b,Information-Theoretic Tools for Mining Database Structure from Large Data Sets.,"['Periklis Andritsos', 'Renée J. Miller', 'Panayiotis Tsaparas']",2004,SIGMOD Conference
53e9989bb7602d97020d632a,Are We Working On the Right Problems? (Panel).,['Michael Stonebraker'],1998,SIGMOD Conference
53e9ba95b7602d97046bb738,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel).","['Minos N. Garofalakis', 'Sridhar Ramaswamy', 'Rajeev Rastogi', 'Kyuseok Shim']",1999,SIGMOD Conference
53e9a9ebb7602d97033524a6,"Relaxed Currency and Consistency: How to Say ""Good Enough"" in SQL.","['Hongfei Guo', 'Per-Åke Larson', 'Raghu Ramakrishnan', 'Jonathan Goldstein']",2004,SIGMOD Conference
53e9a88db7602d97031dc0e3,RoadRunner: automatic data extraction from data-intensive web sites.,"['Valter Crescenzi', 'Giansalvatore Mecca', 'Paolo Merialdo']",2002,SIGMOD Conference
53e99dabb7602d97026695ad,Efficient k-NN search on vertically decomposed data.,"['Arjen P. de Vries', 'Nikos Mamoulis', 'Niels Nes', 'Martin L. Kersten']",2002,SIGMOD Conference
53e9b4abb7602d9703fbada1,Warping Indexes with Envelope Transforms for Query by Humming.,"['Yunyue Zhu', 'Dennis Shasha']",2003,SIGMOD Conference
53e9a906b7602d97032560dc,Enterprise Java Platform Data Access.,"['Seth J. White', 'R. G. G. Cattell', 'Sheldon J. Finkelstein']",1998,SIGMOD Conference
53e9ba2db7602d970463a64b,SQL Open Heterogeneous Data Access.,"['Berthold Reinwald', 'Hamid Pirahesh']",1998,SIGMOD Conference
53e9baf1b7602d9704720bdc,Spreadsheets in RDBMS for OLAP.,"['Andrew Witkowski', 'Srikanth Bellamkonda', 'Tolga Bozkaya', 'Gregory Dorman', 'Nathan Folkert', 'Abhinav Gupta', 'Lei Sheng', 'Sankar Subramanian']",2003,SIGMOD Conference
53e9a026b7602d970290c3bc,STRIPES: An Efficient Index for Predicted Trajectories.,"['Jignesh M. Patel', 'Yun Chen', 'V. Prasad Chakka']",2004,SIGMOD Conference
53e9aea4b7602d97038c5c4e,Diamond in the Rough: Finding Hierarchical Heavy Hitters in Multi-Dimensional Data.,"['Graham Cormode', 'Flip Korn', 'S. Muthukrishnan', 'Divesh Srivastava']",2004,SIGMOD Conference
53e9a6f5b7602d97030287a5,Efficient and Extensible Algorithms for Multi Query Optimization.,"['Prasan Roy', 'S. Seshadri', 'S. Sudarshan 0001', 'Siddhesh Bhobe']",2000,SIGMOD Conference
53e9acf7b7602d97036d82fb,Order-of-Magnitude Advantage of TPC-C Though Massive Parallelism.,['Charles Levine'],1995,SIGMOD Conference
53e9b884b7602d9704455b72,Aurora: A Data Stream Management System.,"['Daniel J. Abadi', 'Donald Carney', 'Ugur Çetintemel', 'Mitch Cherniack', 'Christian Convey', 'C. Erwin', 'Eduardo F. Galvez', 'M. Hatoun', 'Anurag Maskey', 'Alex Rasin', 'A. Singer', 'Michael Stonebraker', 'Nesime Tatbul', 'Ying Xing', 'R. Yan', 'Stanley B. Zdonik']",2003,SIGMOD Conference
53e9adffb7602d970380956b,Partitioned Garbage Collection of Large Object Store.,"['Umesh Maheshwari', 'Barbara Liskov']",1997,SIGMOD Conference
53e9ba28b7602d970462fd9c,Information Assurance Technology Challenges.,['Nicholas J. Multari'],2004,SIGMOD Conference
53e99a98b7602d9702311bb6,The Design of an Acquisitional Query Processor For Sensor Networks.,"['Samuel Madden', 'Michael J. Franklin', 'Joseph M. Hellerstein', 'Wei Hong']",2003,SIGMOD Conference
53e9b403b7602d9703ef6306,Efficient Processing of Joins on Set-valued Attributes.,['Nikos Mamoulis'],2003,SIGMOD Conference
53e9b1a3b7602d9703c2eb98,An adaptive peer-to-peer network for distributed caching of OLAP results.,"['Panos Kalnis', 'Wee Siong Ng', 'Beng Chin Ooi', 'Dimitris Papadias', 'Kian-Lee Tan']",2002,SIGMOD Conference
53e9aff4b7602d9703a4a7b4,Prediction and Indexing of Moving Objects with Unknown Motion Patterns.,"['Yufei Tao', 'Christos Faloutsos', 'Dimitris Papadias', 'Bin Liu 0002']",2004,SIGMOD Conference
53e9aa2cb7602d970339cd74,P2P-DIET: An Extensible P2P Service that Unifies Ad-hoc and Continuous Querying in Super-Peer Networks.,"['Stratos Idreos', 'Manolis Koubarakis', 'Christos Tryfonopoulos']",2004,SIGMOD Conference
53e9b9a0b7602d9704590907,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial).","['Michael J. Carey', 'Nelson Mendonça Mattos', 'Anil Nori']",1997,SIGMOD Conference
53e99a1ab7602d970226f1f8,Models for Web Services Transactions.,['Mark C. Little'],2004,SIGMOD Conference
53e9b4a0b7602d9703faadcb,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract).,"['Miron Livny', 'Raghu Ramakrishnan', 'Kevin S. Beyer', 'Guangshun Chen', 'Donko Donjerkovic', 'Shilpa Lawande', 'Jussi Myllymaki', 'R. Kent Wenger']",1997,SIGMOD Conference
53e9a8bdb7602d970320b375,Mid-tier caching: the TimesTen approach.,['Times-Ten Team'],2002,SIGMOD Conference
53e99e3eb7602d97027034e4,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe.,"['Françoise Fabret', 'Hans-Arno Jacobsen', 'François Llirbat', 'João Pereira', 'Kenneth A. Ross', 'Dennis Shasha']",2001,SIGMOD Conference
53e99e71b7602d9702736232,Improved Query Performance with Variant Indexes.,"[""Patrick E. O'Neil"", 'Dallan Quass']",1997,SIGMOD Conference
53e9af67b7602d97039aa046,Data Warehousing and OLAP for Decision Support (Tutorial).,"['Surajit Chaudhuri', 'Umeshwar Dayal']",1997,SIGMOD Conference
53e9a231b7602d9702b34533,Efficient set joins on similarity predicates.,"['Sunita Sarawagi', 'Alok Kirpal']",2004,SIGMOD Conference
53e9a952b7602d97032a57d3,Efficient Query Reformulation in Peer-Data Management Systems.,"['Igor Tatarinov', 'Alon Y. Halevy']",2004,SIGMOD Conference
53e9ac19b7602d97035dca68,Statistical Schema Matching across Web Query Interfaces.,"['Bin He', 'Kevin Chen-Chuan Chang']",2003,SIGMOD Conference
53e9b38fb7602d9703e727a0,Selectivity estimation for spatio-temporal queries to moving objects.,"['Yong-Jin Choi', 'Chin-Wan Chung']",2002,SIGMOD Conference
53e9bbdbb7602d970482a47d,"FastMap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets.","['Christos Faloutsos', 'King-Ip Lin']",1995,SIGMOD Conference
53e9b30ab7602d9703dd2d86,"Fast Algorithms for Time Series with applications to Finance, Physics, Music, Biology, and other Suspects.","['Alberto Lerner', 'Dennis Shasha', 'Zhihua Wang', 'Xiaojian Zhao', 'Yunyue Zhu']",2004,SIGMOD Conference
558c4a1ae4b0cfb70a1ccc9f,E-Commerce Database Issues and Experience.,['Anand Rajaraman'],1999,SIGMOD Conference
53e9b671b7602d97041d6566,HD-Eye: visual clustering of high dimensional data.,"['Alexander Hinneburg', 'Daniel A. Keim', 'Markus Wawryniuk']",2002,SIGMOD Conference
53e99a1ab7602d970226e738,OBK - An Online High Energy Physics' Meta-Data Repository.,"['I. Alexandrov', 'Antonio Amorim', 'E. Badescu', 'M. Barczyk', 'D. Burckhart-Chromek', 'Mihai Caprini', 'M. Dobson', 'J. Flammer', 'R. Hart', 'R. Jones', 'Andrei Kazarov', 'S. Kolos', 'V. Kotov', 'Dietrich Liko', 'Levi Lucio', 'L. Mapelli', 'M. Mineev', 'L. Moneta', 'I. Papadopoulos', 'M. Nassiakou', 'N. Parrington', 'Luis Pedro', 'A. Ribeiro', 'Yu. Ryabov', 'D. Schweiger', 'Igor Soloviev', 'H. Wolters']",2002,VLDB
53e9bc9db7602d970491a68b,Client-Based Access Control Management for XML documents.,"['Luc Bouganim', 'François Dang Ngoc', 'Philippe Pucheral']",2004,VLDB
53e9aef1b7602d9703921d48,Manipulating Interpolated Data is Easier than You Thought.,"['Stéphane Grumbach', 'Philippe Rigaux', 'Luc Segoufin']",2000,VLDB
53e9ac33b7602d97035f6583,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS.,"['Frank Moser', 'Achim Kraiss', 'Wolfgang Klas']",1995,VLDB
53e9a66db7602d9702f9dee9,Automated Selection of Materialized Views and Indexes in SQL Databases.,"['Sanjay Agrawal', 'Surajit Chaudhuri', 'Vivek R. Narasayya']",2000,VLDB
53e9bb72b7602d97047b56c0,The Semantic Web: Semantics for Data on the Web.,"['Stefan Decker', 'Vipul Kashyap']",2003,VLDB
53e9a89bb7602d97031e9730,A Space Efficient Persistent Implementation of an Index for DNA Sequences.,['Gabriele Witterstein'],2003,VLDB PhD Workshop
53e9a2fab7602d9702c00f18,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2.",['Michael L. Brodie'],2000,VLDB
53e9ba54b7602d970466d248,Computing Geographical Scopes of Web Resources.,"['Junyan Ding', 'Luis Gravano', 'Narayanan Shivakumar']",2000,VLDB
53e9b5d4b7602d970411f53f,The NEXT Logical Framework for XQuery.,"['Alin Deutsch', 'Yannis Papakonstantinou', 'Yu Xu']",2004,VLDB
53e9a6a6b7602d9702fda5a0,HiFi: A Unified Architecture for High Fan-in Systems.,"['Owen Cooper', 'Anil Edakkunni', 'Michael J. Franklin', 'Wei Hong', 'Shawn R. Jeffery', 'Sailesh Krishnamurthy', 'Frederick Reiss', 'Shariq Rizvi', 'Eugene Wu 0002']",2004,VLDB
53e9b72bb7602d97042c0cee,Selectivity Estimation in Extensible Databases - A Neural Network Approach.,"['M. Seetha Lakshmi', 'Shaoyu Zhou']",1998,VLDB
53e9a2e4b7602d9702beefa7,Query Processing Techniques for Multiversion Access Methods.,"['Jochen Van den Bercken', 'Bernhard Seeger']",1996,VLDB
53e9b27bb7602d9703d23bde,Database Architecture Optimized for the New Bottleneck: Memory Access.,"['Peter A. Boncz', 'Stefan Manegold', 'Martin L. Kersten']",1999,VLDB
53e9b6a2b7602d970421d17d,The BEA/XQRL Streaming XQuery Processor.,"['Daniela Florescu', 'Chris Hillery', 'Donald Kossmann', 'Paul Lucas', 'Fabio Riccardi', 'Till Westmann', 'Michael J. Carey', 'Arvind Sundararajan', 'Geetika Agrawal']",2003,VLDB
53e9abb9b7602d970356a5be,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets.,['Amit P. Sheth'],1996,VLDB
53e9bae6b7602d9704717ee9,Geo/Environmental and Medical Data Management in the RasDaMan System.,"['Peter Baumann', 'Paula Furtado', 'Roland Ritsch', 'Norbert Widmann']",1997,VLDB
53e9b337b7602d9703e07634,XQuery Optimization.,['Philippe Michiels'],2003,VLDB PhD Workshop
